egg_uid,analysis_group,duration_h,event_observed,dt_motion_stop_h,t_motion_stop_h,death_mode,flags
115,Control (pooled),700.0,0,,,,
116,Control (pooled),700.0,0,,,,
117,Control (pooled),700.0,0,,,,
118,Control (pooled),700.0,0,,,,
119,Control (pooled),700.0,0,,,,
120,Control (pooled),700.0,0,,,,
121,Control (pooled),380.5,1,380.5,422.0,uncertain,death_after_hatch
122,Control (pooled),700.0,0,,,,
123,Control (pooled),700.0,0,,,,
124,Control (pooled),700.0,0,,,,
125,Control (pooled),700.0,0,,,,
126,Control (pooled),700.0,0,,,,
127,Control (pooled),700.0,0,,,,
128,Control (pooled),700.0,0,,,,
129,Control (pooled),700.0,0,,,,
130,Control (pooled),700.0,0,,,,
131,Control (pooled),700.0,0,,,,
132,Control (pooled),700.0,0,,,,
133,Control (pooled),700.0,0,,,,
134,Control (pooled),700.0,0,,,,
135,Control (pooled),700.0,0,,,,
136,Control (pooled),700.0,0,,,,
137,Control (pooled),700.0,0,,,,
138,Control (pooled),700.0,0,,,,
139,Control (pooled),700.0,0,,,,
140,Control (pooled),700.0,0,,,,
141,Control (pooled),700.0,0,,,,
142,Control (pooled),700.0,0,,,,
143,Control (pooled),562.5,1,562.5,604.0,uncertain,death_after_hatch
144,Control (pooled),700.0,0,,,,
145,Control (pooled),700.0,0,,,,
146,Control (pooled),700.0,0,,,,
147,Control (pooled),700.0,0,,,,
148,Control (pooled),700.0,0,,,,
149,Control (pooled),700.0,0,,,,
150,Control (pooled),700.0,0,,,,
151,Control (pooled),700.0,0,,,,
304,Control (pooled),649.0,1,649.0,688.0,uncertain,death_after_hatch
305,Control (pooled),700.0,0,,,,
306,Control (pooled),700.0,0,,,,
307,Control (pooled),700.0,0,,,,
308,Control (pooled),551.0,1,551.0,590.0,uncertain,death_after_hatch
309,Control (pooled),700.0,0,,,,
310,Control (pooled),700.0,0,,,,
311,Control (pooled),700.0,0,,,,
312,Control (pooled),700.0,0,,,,
313,Control (pooled),615.0,1,615.0,654.0,uncertain,death_after_hatch
314,Control (pooled),700.0,0,,,,
315,Control (pooled),700.0,0,,,,
316,Control (pooled),700.0,0,,,,
317,Control (pooled),700.0,0,,,,
318,Control (pooled),700.0,0,,,,
319,Control (pooled),178.0,1,178.0,217.0,uncertain,death_after_hatch
320,Control (pooled),528.0,1,528.0,567.0,uncertain,death_after_hatch
321,Control (pooled),587.0,1,587.0,626.0,uncertain,exit_egg
322,Control (pooled),700.0,0,,,,
323,Control (pooled),700.0,0,,,,
324,Control (pooled),700.0,0,,,,
325,Control (pooled),700.0,0,,,,
326,Control (pooled),700.0,0,,,,
327,Control (pooled),700.0,0,,,,
328,Control (pooled),700.0,0,,,,
329,Control (pooled),700.0,0,,,,
330,Control (pooled),700.0,0,,,,
331,Control (pooled),700.0,0,,,,
332,Control (pooled),700.0,0,,,,
333,Control (pooled),700.0,0,,,,
334,Control (pooled),700.0,0,,,,
335,Control (pooled),700.0,0,,,,
336,Control (pooled),700.0,0,,,,
337,Control (pooled),700.0,0,,,,
338,Control (pooled),700.0,0,,,,
339,Control (pooled),700.0,0,,,,
567,Control (pooled),700.0,0,,,,
568,Control (pooled),700.0,0,,,,
569,Control (pooled),700.0,0,,,,
570,Control (pooled),652.0,1,652.0,670.0,uncertain,
571,Control (pooled),700.0,0,,,,
572,Control (pooled),700.0,0,,,,
573,Control (pooled),0.0,1,0.0,18.0,uncertain,death_after_hatch
574,Control (pooled),700.0,0,,,,
575,Control (pooled),700.0,0,,,,
576,Control (pooled),596.0,1,596.0,614.0,uncertain,
577,Control (pooled),700.0,0,,,,
578,Control (pooled),700.0,0,,,,
579,Control (pooled),700.0,0,,,,
580,Control (pooled),700.0,0,,,,
581,Control (pooled),700.0,0,,,,
582,Control (pooled),700.0,0,,,,
583,Control (pooled),700.0,0,,,,
584,Control (pooled),700.0,0,,,,
585,Control (pooled),469.0,1,469.0,487.0,uncertain,death_after_hatch
586,Control (pooled),100.0,1,100.0,118.0,necrotic_like,
587,Control (pooled),579.0,1,579.0,597.0,necrotic_like,
588,Control (pooled),700.0,0,,,,
589,Control (pooled),71.5,1,71.5,89.5,necrotic_like,
590,Control (pooled),700.0,0,,,,
452,400-SHG-10mW-5s,146.2,1,146.2,164.0,uncertain,death_after_hatch
453,400-SHG-10mW-5s,500.2,1,500.2,518.0,necrotic_like,exit_egg
454,400-SHG-10mW-5s,700.0,0,,,,
455,400-SHG-10mW-5s,156.2,1,156.2,174.0,necrotic_like,exit_egg
456,400-SHG-10mW-5s,312.2,1,312.2,330.0,uncertain,death_after_hatch
457,400-SHG-10mW-5s,578.2,1,578.2,596.0,necrotic_like,exit_egg
458,400-SHG-10mW-5s,14.2,1,14.2,32.0,necrotic_like,exit_egg
459,400-SHG-10mW-5s,358.2,1,358.2,376.0,necrotic_like,exit_egg
460,400-SHG-10mW-5s,630.2,1,630.2,648.0,necrotic_like,exit_egg
461,400-SHG-10mW-5s,162.2,1,162.2,180.0,uncertain,death_after_hatch
462,400-SHG-10mW-5s,408.2,1,408.2,426.0,necrotic_like,exit_egg
463,400-SHG-10mW-5s,700.0,0,,,,
464,400-SHG-10mW-5s,362.2,1,362.2,380.0,necrotic_like,exit_egg
465,400-SHG-10mW-5s,501.2,1,501.2,519.0,uncertain,death_after_hatch
466,400-SHG-10mW-5s,565.2,1,565.2,583.0,necrotic_like,exit_egg
467,400-SHG-10mW-5s,434.2,1,434.2,452.0,uncertain,death_after_hatch
468,400-SHG-10mW-5s,512.2,1,512.2,530.0,necrotic_like,exit_egg
469,400-SHG-10mW-5s,700.0,0,,,,
470,400-SHG-10mW-5s,115.2,1,115.2,133.0,uncertain,death_after_hatch
471,400-SHG-10mW-5s,133.2,1,133.2,151.0,necrotic_like,exit_egg
472,400-SHG-10mW-5s,219.2,1,219.2,237.0,necrotic_like,exit_egg
473,400-SHG-10mW-5s,700.0,0,,,,
474,400-SHG-10mW-5s,433.2,1,433.2,451.0,uncertain,death_after_hatch
475,400-SHG-10mW-5s,355.2,1,355.2,373.0,necrotic_like,exit_egg
476,400-SHG-10mW-5s,147.2,1,147.2,165.0,uncertain,death_after_hatch
477,400-SHG-10mW-5s,305.2,1,305.2,323.0,necrotic_like,exit_egg
478,400-SHG-10mW-5s,543.2,1,543.2,561.0,uncertain,death_after_hatch
479,400-SHG-10mW-5s,204.2,1,204.2,222.0,uncertain,death_after_hatch
480,400-SHG-10mW-5s,700.0,0,,,,
481,400-SHG-10mW-5s,700.0,0,,,,
482,400-SHG-10mW-5s,147.2,1,147.2,165.0,necrotic_like,exit_egg
483,400-SHG-10mW-5s,223.2,1,223.2,241.0,uncertain,death_after_hatch
484,400-SHG-10mW-5s,700.0,0,,,,
485,400-SHG-10mW-5s,208.2,1,208.2,226.0,necrotic_like,exit_egg
486,400-SHG-10mW-5s,208.2,1,208.2,226.0,necrotic_like,exit_egg
487,400-SHG-10mW-5s,589.2,1,589.2,607.0,necrotic_like,exit_egg
416,400-SHG-10mW-10s,188.8,1,188.8,206.0,necrotic_like,exit_egg
417,400-SHG-10mW-10s,246.8,1,246.8,264.0,uncertain,death_after_hatch
418,400-SHG-10mW-10s,642.8,1,642.8,660.0,necrotic_like,exit_egg
419,400-SHG-10mW-10s,227.8,1,227.8,245.0,necrotic_like,exit_egg
420,400-SHG-10mW-10s,154.8,1,154.8,172.0,necrotic_like,exit_egg
421,400-SHG-10mW-10s,273.8,1,273.8,291.0,necrotic_like,exit_egg
422,400-SHG-10mW-10s,0.0,1,0.0,17.2,apoptotic_like,exit_egg
423,400-SHG-10mW-10s,371.8,1,371.8,389.0,necrotic_like,exit_egg
424,400-SHG-10mW-10s,320.8,1,320.8,338.0,necrotic_like,exit_egg
425,400-SHG-10mW-10s,205.8,1,205.8,223.0,uncertain,death_after_hatch
426,400-SHG-10mW-10s,181.8,1,181.8,199.0,necrotic_like,exit_egg
427,400-SHG-10mW-10s,700.0,0,,,,
428,400-SHG-10mW-10s,222.8,1,222.8,240.0,necrotic_like,exit_egg
429,400-SHG-10mW-10s,206.8,1,206.8,224.0,necrotic_like,exit_egg
430,400-SHG-10mW-10s,281.8,1,281.8,299.0,necrotic_like,exit_egg
431,400-SHG-10mW-10s,167.8,1,167.8,185.0,uncertain,death_after_hatch
432,400-SHG-10mW-10s,700.0,0,,,,
433,400-SHG-10mW-10s,700.0,0,,,,
434,400-SHG-10mW-10s,17.8,1,17.8,35.0,apoptotic_like,exit_egg
435,400-SHG-10mW-10s,422.8,1,422.8,440.0,necrotic_like,exit_egg
436,400-SHG-10mW-10s,436.8,1,436.8,454.0,necrotic_like,exit_egg
437,400-SHG-10mW-10s,142.8,1,142.8,160.0,necrotic_like,exit_egg
438,400-SHG-10mW-10s,264.8,1,264.8,282.0,necrotic_like,exit_egg
439,400-SHG-10mW-10s,333.8,1,333.8,351.0,necrotic_like,exit_egg
440,400-SHG-10mW-10s,333.8,1,333.8,351.0,uncertain,death_after_hatch
441,400-SHG-10mW-10s,314.8,1,314.8,332.0,necrotic_like,exit_egg
442,400-SHG-10mW-10s,700.0,0,,,,
443,400-SHG-10mW-10s,257.8,1,257.8,275.0,uncertain,death_after_hatch
444,400-SHG-10mW-10s,682.8,1,682.8,700.0,necrotic_like,exit_egg
445,400-SHG-10mW-10s,700.0,0,,,,
446,400-SHG-10mW-10s,101.8,1,101.8,119.0,uncertain,death_after_hatch
447,400-SHG-10mW-10s,105.8,1,105.8,123.0,necrotic_like,exit_egg
448,400-SHG-10mW-10s,147.8,1,147.8,165.0,uncertain,death_after_hatch
449,400-SHG-10mW-10s,155.8,1,155.8,173.0,necrotic_like,exit_egg
450,400-SHG-10mW-10s,202.8,1,202.8,220.0,uncertain,death_after_hatch
451,400-SHG-10mW-10s,673.8,1,673.8,691.0,necrotic_like,exit_egg
378,400-SHG-15mW-5s,0.0,1,0.0,17.5,necrotic_like,exit_egg
379,400-SHG-15mW-5s,165.5,1,165.5,183.0,apoptotic_like,
380,400-SHG-15mW-5s,239.5,1,239.5,257.0,apoptotic_like,
381,400-SHG-15mW-5s,137.5,1,137.5,155.0,uncertain,exit_egg
382,400-SHG-15mW-5s,181.5,1,181.5,199.0,apoptotic_like,
383,400-SHG-15mW-5s,700.0,0,,,,
384,400-SHG-15mW-5s,132.5,1,132.5,150.0,apoptotic_like,exit_egg
385,400-SHG-15mW-5s,162.5,1,162.5,180.0,apoptotic_like,exit_egg
386,400-SHG-15mW-5s,342.5,1,342.5,360.0,apoptotic_like,exit_egg
387,400-SHG-15mW-5s,402.5,1,402.5,420.0,apoptotic_like,exit_egg
388,400-SHG-15mW-5s,173.5,1,173.5,191.0,apoptotic_like,exit_egg
389,400-SHG-15mW-5s,217.5,1,217.5,235.0,apoptotic_like,
390,400-SHG-15mW-5s,272.5,1,272.5,290.0,apoptotic_like,
391,400-SHG-15mW-5s,312.5,1,312.5,330.0,apoptotic_like,
392,400-SHG-15mW-5s,69.5,1,69.5,87.0,uncertain,death_after_hatch
393,400-SHG-15mW-5s,122.5,1,122.5,140.0,apoptotic_like,exit_egg
394,400-SHG-15mW-5s,238.5,1,238.5,256.0,apoptotic_like,exit_egg
395,400-SHG-15mW-5s,462.5,1,462.5,480.0,apoptotic_like,exit_egg
396,400-SHG-15mW-5s,191.5,1,191.5,209.0,apoptotic_like,exit_egg
397,400-SHG-15mW-5s,119.5,1,119.5,137.0,apoptotic_like,exit_egg
398,400-SHG-15mW-5s,307.5,1,307.5,325.0,apoptotic_like,exit_egg
399,400-SHG-15mW-5s,178.5,1,178.5,196.0,apoptotic_like,exit_egg
400,400-SHG-15mW-5s,177.5,1,177.5,195.0,apoptotic_like,exit_egg
401,400-SHG-15mW-5s,651.5,1,651.5,669.0,apoptotic_like,exit_egg
402,400-SHG-15mW-5s,312.5,1,312.5,330.0,apoptotic_like,
403,400-SHG-15mW-5s,626.5,1,626.5,644.0,apoptotic_like,
404,400-SHG-15mW-5s,114.5,1,114.5,132.0,apoptotic_like,exit_egg
405,400-SHG-15mW-5s,148.5,1,148.5,166.0,apoptotic_like,exit_egg
406,400-SHG-15mW-5s,202.5,1,202.5,220.0,apoptotic_like,exit_egg
407,400-SHG-15mW-5s,162.5,1,162.5,180.0,apoptotic_like,exit_egg
408,400-SHG-15mW-5s,460.5,1,460.5,478.0,apoptotic_like,exit_egg
409,400-SHG-15mW-5s,312.5,1,312.5,330.0,apoptotic_like,exit_egg
410,400-SHG-15mW-5s,27.5,1,27.5,45.0,apoptotic_like,exit_egg
411,400-SHG-15mW-5s,113.5,1,113.5,131.0,apoptotic_like,exit_egg
412,400-SHG-15mW-5s,160.5,1,160.5,178.0,apoptotic_like,exit_egg
413,400-SHG-15mW-5s,182.5,1,182.5,200.0,apoptotic_like,exit_egg
414,400-SHG-15mW-5s,237.5,1,237.5,255.0,apoptotic_like,exit_egg
415,400-SHG-15mW-5s,282.5,1,282.5,300.0,apoptotic_like,exit_egg
340,400-SHG-15mW-10s,7.199999999999999,1,7.199999999999999,24.0,apoptotic_like,exit_egg
341,400-SHG-15mW-10s,147.2,1,147.2,164.0,apoptotic_like,exit_egg
342,400-SHG-15mW-10s,207.2,1,207.2,224.0,apoptotic_like,exit_egg
343,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
344,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
345,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
346,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
347,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
348,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
349,400-SHG-15mW-10s,15.2,1,15.2,32.0,apoptotic_like,exit_egg
350,400-SHG-15mW-10s,385.2,1,385.2,402.0,apoptotic_like,
351,400-SHG-15mW-10s,7.699999999999999,1,7.699999999999999,24.5,apoptotic_like,exit_egg
352,400-SHG-15mW-10s,173.2,1,173.2,190.0,apoptotic_like,exit_egg
353,400-SHG-15mW-10s,173.2,1,173.2,190.0,apoptotic_like,exit_egg
354,400-SHG-15mW-10s,213.2,1,213.2,230.0,apoptotic_like,exit_egg
355,400-SHG-15mW-10s,8.2,1,8.2,25.0,apoptotic_like,exit_egg
356,400-SHG-15mW-10s,8.2,1,8.2,25.0,apoptotic_like,exit_egg
357,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
358,400-SHG-15mW-10s,196.2,1,196.2,213.0,apoptotic_like,exit_egg
359,400-SHG-15mW-10s,105.2,1,105.2,122.0,apoptotic_like,exit_egg
360,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
361,400-SHG-15mW-10s,203.2,1,203.2,220.0,apoptotic_like,exit_egg
362,400-SHG-15mW-10s,96.2,1,96.2,113.0,apoptotic_like,exit_egg
363,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
364,400-SHG-15mW-10s,33.2,1,33.2,50.0,apoptotic_like,exit_egg
365,400-SHG-15mW-10s,20.7,1,20.7,37.5,apoptotic_like,
366,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
367,400-SHG-15mW-10s,131.2,1,131.2,148.0,apoptotic_like,exit_egg
368,400-SHG-15mW-10s,183.2,1,183.2,200.0,apoptotic_like,exit_egg
369,400-SHG-15mW-10s,0.0,1,0.0,16.8,apoptotic_like,exit_egg
370,400-SHG-15mW-10s,7.199999999999999,1,7.199999999999999,24.0,apoptotic_like,exit_egg
371,400-SHG-15mW-10s,203.2,1,203.2,220.0,apoptotic_like,exit_egg
372,400-SHG-15mW-10s,3.1999999999999993,1,3.1999999999999993,20.0,apoptotic_like,exit_egg
373,400-SHG-15mW-10s,86.2,1,86.2,103.0,apoptotic_like,exit_egg
374,400-SHG-15mW-10s,223.2,1,223.2,240.0,apoptotic_like,exit_egg
375,400-SHG-15mW-10s,3.1999999999999993,1,3.1999999999999993,20.0,apoptotic_like,exit_egg
376,400-SHG-15mW-10s,3.1999999999999993,1,3.1999999999999993,20.0,apoptotic_like,exit_egg
377,400-SHG-15mW-10s,210.2,1,210.2,227.0,apoptotic_like,
