,egg_uid,exp_label,start_date,well_#,control,system,wl_nm,regime,power_mW,irradiance_mW_cm2,exposure_s,fluence_J_cm2,t_start_h,t_2c_h,t_4c_h,t_bean_h,t_move_h,outcome,flags
,1,400-SHG-40mW-120s,2024-02-29,1,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,2,400-SHG-40mW-120s,2024-02-29,2,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,3,400-SHG-40mW-120s,2024-02-29,3,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,4,400-SHG-40mW-120s,2024-02-29,3,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,5,400-SHG-40mW-120s,2024-02-29,4,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,6,400-SHG-40mW-120s,2024-02-29,4,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,7,400-SHG-40mW-120s,2024-02-29,5,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,8,400-SHG-40mW-120s,2024-02-29,6,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,9,400-SHG-40mW-120s,2024-02-29,6,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,10,400-SHG-40mW-120s,2024-02-29,7,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,11,400-SHG-40mW-120s,2024-02-29,7,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,12,400-SHG-40mW-120s,2024-02-29,8,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,13,400-SHG-40mW-120s,2024-02-29,8,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,14,400-SHG-40mW-120s,2024-02-29,9,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,15,400-SHG-40mW-120s,2024-02-29,10,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,16,400-SHG-40mW-120s,2024-02-29,10,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,17,400-SHG-40mW-120s,2024-02-29,11,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,18,400-SHG-40mW-120s,2024-02-29,11,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,19,400-SHG-40mW-120s,2024-02-29,12,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,20,400-SHG-40mW-120s,2024-02-29,12,0,laser,400,SHG,40,0.013,120,1.528,19.3,NA,NA,NA,NA,leak,no_cyto_motion
,21,400-SHG-40mW-60s,2024-03-04,1,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,22,400-SHG-40mW-60s,2024-03-04,1,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,23,400-SHG-40mW-60s,2024-03-04,1,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,24,400-SHG-40mW-60s,2024-03-04,2,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,25,400-SHG-40mW-60s,2024-03-04,2,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,26,400-SHG-40mW-60s,2024-03-04,2,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,27,400-SHG-40mW-60s,2024-03-04,3,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,28,400-SHG-40mW-60s,2024-03-04,3,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,29,400-SHG-40mW-60s,2024-03-04,3,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,30,400-SHG-40mW-60s,2024-03-04,4,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,31,400-SHG-40mW-60s,2024-03-04,4,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,32,400-SHG-40mW-60s,2024-03-04,4,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,33,400-SHG-40mW-60s,2024-03-04,5,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,34,400-SHG-40mW-60s,2024-03-04,5,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,35,400-SHG-40mW-60s,2024-03-04,5,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,36,400-SHG-40mW-60s,2024-03-04,6,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,37,400-SHG-40mW-60s,2024-03-04,6,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,38,400-SHG-40mW-60s,2024-03-04,6,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,39,400-SHG-40mW-60s,2024-03-04,7,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,40,400-SHG-40mW-60s,2024-03-04,7,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,41,400-SHG-40mW-60s,2024-03-04,7,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,42,400-SHG-40mW-60s,2024-03-04,7,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,43,400-SHG-40mW-60s,2024-03-04,8,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,44,400-SHG-40mW-60s,2024-03-04,8,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,45,400-SHG-40mW-60s,2024-03-04,8,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,46,400-SHG-40mW-60s,2024-03-04,9,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,47,400-SHG-40mW-60s,2024-03-04,9,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,48,400-SHG-40mW-60s,2024-03-04,9,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,49,400-SHG-40mW-60s,2024-03-04,10,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,50,400-SHG-40mW-60s,2024-03-04,10,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,51,400-SHG-40mW-60s,2024-03-04,10,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,52,400-SHG-40mW-60s,2024-03-04,11,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,53,400-SHG-40mW-60s,2024-03-04,11,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,54,400-SHG-40mW-60s,2024-03-04,11,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,55,400-SHG-40mW-60s,2024-03-04,12,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,56,400-SHG-40mW-60s,2024-03-04,12,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,57,400-SHG-40mW-60s,2024-03-04,12,0,laser,400,SHG,40,0.013,60,0.764,5.3,NA,NA,NA,NA,leak,no_cyto_motion
,58,400-SHG-40mW-30s,2024-03-04,1,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,59,400-SHG-40mW-30s,2024-03-04,1,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,60,400-SHG-40mW-30s,2024-03-04,1,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,61,400-SHG-40mW-30s,2024-03-04,2,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,62,400-SHG-40mW-30s,2024-03-04,2,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,63,400-SHG-40mW-30s,2024-03-04,2,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,64,400-SHG-40mW-30s,2024-03-04,3,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,65,400-SHG-40mW-30s,2024-03-04,3,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,66,400-SHG-40mW-30s,2024-03-04,3,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,67,400-SHG-40mW-30s,2024-03-04,4,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,68,400-SHG-40mW-30s,2024-03-04,4,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,69,400-SHG-40mW-30s,2024-03-04,4,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,70,400-SHG-40mW-30s,2024-03-04,5,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,71,400-SHG-40mW-30s,2024-03-04,5,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,72,400-SHG-40mW-30s,2024-03-04,5,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,73,400-SHG-40mW-30s,2024-03-04,6,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,74,400-SHG-40mW-30s,2024-03-04,6,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,75,400-SHG-40mW-30s,2024-03-04,6,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,76,400-SHG-40mW-30s,2024-03-04,7,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,77,400-SHG-40mW-30s,2024-03-04,7,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,78,400-SHG-40mW-30s,2024-03-04,7,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,79,400-SHG-40mW-30s,2024-03-04,8,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,80,400-SHG-40mW-30s,2024-03-04,8,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,81,400-SHG-40mW-30s,2024-03-04,8,0,laser,400,SHG,40,0.013,30,0.382,0.2,NA,NA,NA,NA,leak,no_cyto_motion
,82,400-SHG-40mW-30s,2024-03-04,9,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,83,400-SHG-40mW-30s,2024-03-04,9,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,84,400-SHG-40mW-30s,2024-03-04,9,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,85,400-SHG-40mW-30s,2024-03-04,10,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,86,400-SHG-40mW-30s,2024-03-04,10,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,87,400-SHG-40mW-30s,2024-03-04,10,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,88,400-SHG-40mW-30s,2024-03-04,11,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,89,400-SHG-40mW-30s,2024-03-04,11,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,90,400-SHG-40mW-30s,2024-03-04,11,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,91,400-SHG-40mW-30s,2024-03-04,12,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,92,400-SHG-40mW-30s,2024-03-04,12,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,93,400-SHG-40mW-30s,2024-03-04,12,0,laser,400,SHG,40,0.013,30,0.382,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,94,400-SHG-40mW-15s,2024-03-04,1,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,95,400-SHG-40mW-15s,2024-03-04,1,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,96,400-SHG-40mW-15s,2024-03-04,1,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,97,400-SHG-40mW-15s,2024-03-04,2,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,98,400-SHG-40mW-15s,2024-03-04,2,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,99,400-SHG-40mW-15s,2024-03-04,2,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,100,400-SHG-40mW-15s,2024-03-04,3,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,101,400-SHG-40mW-15s,2024-03-04,3,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,102,400-SHG-40mW-15s,2024-03-04,3,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,103,400-SHG-40mW-15s,2024-03-04,4,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,104,400-SHG-40mW-15s,2024-03-04,4,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,105,400-SHG-40mW-15s,2024-03-04,5,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,106,400-SHG-40mW-15s,2024-03-04,5,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,107,400-SHG-40mW-15s,2024-03-04,5,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,108,400-SHG-40mW-15s,2024-03-04,6,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,109,400-SHG-40mW-15s,2024-03-04,6,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,110,400-SHG-40mW-15s,2024-03-04,6,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,111,400-SHG-40mW-15s,2024-03-04,7,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,112,400-SHG-40mW-15s,2024-03-04,7,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,113,400-SHG-40mW-15s,2024-03-04,7,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,114,400-SHG-40mW-15s,2024-03-04,8,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,115,400-SHG-40mW-15s,2024-03-04,8,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,116,400-SHG-40mW-15s,2024-03-04,8,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,117,400-SHG-40mW-15s,2024-03-04,9,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,118,400-SHG-40mW-15s,2024-03-04,9,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,119,400-SHG-40mW-15s,2024-03-04,9,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,120,400-SHG-40mW-15s,2024-03-04,10,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,121,400-SHG-40mW-15s,2024-03-04,10,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,122,400-SHG-40mW-15s,2024-03-04,10,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,123,400-SHG-40mW-15s,2024-03-04,11,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,124,400-SHG-40mW-15s,2024-03-04,11,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,125,400-SHG-40mW-15s,2024-03-04,11,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,126,400-SHG-40mW-15s,2024-03-04,12,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,127,400-SHG-40mW-15s,2024-03-04,12,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,128,400-SHG-40mW-15s,2024-03-04,12,0,laser,400,SHG,40,0.013,15,0.191,0.1,NA,NA,NA,NA,leak,no_cyto_motion
,129,400-SHG-40mW-5s,2024-03-20,1,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,130,400-SHG-40mW-5s,2024-03-20,1,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,131,400-SHG-40mW-5s,2024-03-20,1,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,132,400-SHG-40mW-5s,2024-03-20,2,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,133,400-SHG-40mW-5s,2024-03-20,2,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,134,400-SHG-40mW-5s,2024-03-20,2,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,135,400-SHG-40mW-5s,2024-03-20,3,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,136,400-SHG-40mW-5s,2024-03-20,3,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,137,400-SHG-40mW-5s,2024-03-20,3,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,138,400-SHG-40mW-5s,2024-03-20,4,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,139,400-SHG-40mW-5s,2024-03-20,4,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,140,400-SHG-40mW-5s,2024-03-20,4,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,141,400-SHG-40mW-5s,2024-03-20,5,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,142,400-SHG-40mW-5s,2024-03-20,5,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,143,400-SHG-40mW-5s,2024-03-20,5,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,144,400-SHG-40mW-5s,2024-03-20,6,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,145,400-SHG-40mW-5s,2024-03-20,6,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,146,400-SHG-40mW-5s,2024-03-20,6,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,147,400-SHG-40mW-5s,2024-03-20,7,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,148,400-SHG-40mW-5s,2024-03-20,7,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,149,400-SHG-40mW-5s,2024-03-20,7,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,150,400-SHG-40mW-5s,2024-03-20,8,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,151,400-SHG-40mW-5s,2024-03-20,8,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,152,400-SHG-40mW-5s,2024-03-20,8,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,153,400-SHG-40mW-5s,2024-03-20,9,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,154,400-SHG-40mW-5s,2024-03-20,9,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,155,400-SHG-40mW-5s,2024-03-20,9,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,156,400-SHG-40mW-5s,2024-03-20,10,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,157,400-SHG-40mW-5s,2024-03-20,10,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,158,400-SHG-40mW-5s,2024-03-20,10,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,159,400-SHG-40mW-5s,2024-03-20,11,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,160,400-SHG-40mW-5s,2024-03-20,11,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,161,400-SHG-40mW-5s,2024-03-20,11,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,162,400-SHG-40mW-5s,2024-03-20,12,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,163,400-SHG-40mW-5s,2024-03-20,12,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,164,400-SHG-40mW-5s,2024-03-20,12,0,laser,400,SHG,40,0.013,5,0.064,13.1,NA,NA,NA,NA,leak,no_cyto_motion
,165,400-SHG-40mW-1s,2024-03-20,1,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,166,400-SHG-40mW-1s,2024-03-20,1,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,167,400-SHG-40mW-1s,2024-03-20,1,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,168,400-SHG-40mW-1s,2024-03-20,2,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,169,400-SHG-40mW-1s,2024-03-20,2,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,170,400-SHG-40mW-1s,2024-03-20,2,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,171,400-SHG-40mW-1s,2024-03-20,3,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,172,400-SHG-40mW-1s,2024-03-20,3,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,173,400-SHG-40mW-1s,2024-03-20,3,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,174,400-SHG-40mW-1s,2024-03-20,4,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,175,400-SHG-40mW-1s,2024-03-20,4,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,176,400-SHG-40mW-1s,2024-03-20,4,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
,177,400-SHG-40mW-1s,2024-03-20,5,0,laser,400,SHG,40,0.013,1,0.013,13.5,NA,NA,NA,NA,leak,no_cyto_motion
