,egg_uid,exp_label,start_date,well_#,control,system,wl_nm,regime,power_mW,irradiance_mW_cm2,exposure_s,fluence_J_cm2,t_start_h,t_2c_h,t_4c_h,t_bean_h,t_move_h,outcome,flags
,681,800-pulsed-330mW-30s,2024-07-02,12,0,laser,800,pulsed,330,0.105,30,3.15,42.2,67.3,81.9,190,219.2,L3_reached,cyto_motion
,682,800-pulsed-330mW-30s,2024-07-02,12,0,laser,800,pulsed,330,0.105,30,3.15,42.2,75.6,95.5,251.8,272.6,L3_reached,cyto_motion
,683,800-pulsed-330mW-30s,2024-07-02,12,0,laser,800,pulsed,330,0.105,30,3.15,42.2,69.9,84.9,197.5,225.9,L3_reached,cyto_motion
,684,800-pulsed-330mW-30s,2024-07-02,12,0,laser,800,pulsed,330,0.105,30,3.15,42.2,61.8,76.1,173.5,201.7,L3_reached,cyto_motion
,685,UVC-6W-30s,2025-06-10,1,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,686,UVC-6W-30s,2025-06-10,1,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,687,UVC-6W-30s,2025-06-10,1,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,688,UVC-6W-30s,2025-06-10,2,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,689,UVC-6W-30s,2025-06-10,2,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,690,UVC-6W-30s,2025-06-10,2,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,691,UVC-6W-30s,2025-06-10,3,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,692,UVC-6W-30s,2025-06-10,3,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,693,UVC-6W-30s,2025-06-10,3,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,694,UVC-6W-30s,2025-06-10,4,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,695,UVC-6W-30s,2025-06-10,4,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,696,UVC-6W-30s,2025-06-10,4,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,697,UVC-6W-30s,2025-06-10,4,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,698,UVC-6W-30s,2025-06-10,5,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,leak,cyto_motion
,699,UVC-6W-30s,2025-06-10,5,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,700,UVC-6W-30s,2025-06-10,5,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,701,UVC-6W-30s,2025-06-10,6,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,702,UVC-6W-30s,2025-06-10,6,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,703,UVC-6W-30s,2025-06-10,6,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,leak,cyto_motion
,704,UVC-6W-30s,2025-06-10,7,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,705,UVC-6W-30s,2025-06-10,7,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,706,UVC-6W-30s,2025-06-10,7,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,707,UVC-6W-30s,2025-06-10,8,0,uvc,254,NA,6,2.109,30,0.0633,0.1,373.4,420.4,NA,NA,arrested,cyto_motion
,708,UVC-6W-30s,2025-06-10,8,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,709,UVC-6W-30s,2025-06-10,8,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,710,UVC-6W-30s,2025-06-10,9,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,711,UVC-6W-30s,2025-06-10,9,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,712,UVC-6W-30s,2025-06-10,9,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,713,UVC-6W-30s,2025-06-10,10,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,714,UVC-6W-30s,2025-06-10,10,0,uvc,254,NA,6,2.109,30,0.0633,0.1,350.8,NA,NA,NA,arrested,cyto_motion
,715,UVC-6W-30s,2025-06-10,10,0,uvc,254,NA,6,2.109,30,0.0633,0.1,383,440,NA,NA,arrested,cyto_motion
,716,UVC-6W-30s,2025-06-10,11,0,uvc,254,NA,6,2.109,30,0.0633,0.1,508,NA,NA,NA,leak,cyto_motion
,717,UVC-6W-30s,2025-06-10,11,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,718,UVC-6W-30s,2025-06-10,11,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,leak,cyto_motion
,719,UVC-6W-30s,2025-06-10,12,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,720,UVC-6W-30s,2025-06-10,12,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,721,UVC-6W-30s,2025-06-10,12,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,722,UVC-6W-30s,2025-06-10,12,0,uvc,254,NA,6,2.109,30,0.0633,0.1,NA,NA,NA,NA,arrested,cyto_motion
,723,UVC-6W-10s,2025-06-10,1,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,724,UVC-6W-10s,2025-06-10,1,0,uvc,254,NA,6,2.109,10,0.0211,0.1,214,254.2,417,440,L3_reached,cyto_motion
,725,UVC-6W-10s,2025-06-10,1,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,degenerated,cyto_motion
,726,UVC-6W-10s,2025-06-10,2,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,727,UVC-6W-10s,2025-06-10,2,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,728,UVC-6W-10s,2025-06-10,2,0,uvc,254,NA,6,2.109,10,0.0211,0.1,168.5,207.9,NA,NA,degenerated,cyto_motion
,729,UVC-6W-10s,2025-06-10,3,0,uvc,254,NA,6,2.109,10,0.0211,0.1,176.4,224.4,420,453,L3_reached,cyto_motion
,730,UVC-6W-10s,2025-06-10,3,0,uvc,254,NA,6,2.109,10,0.0211,0.1,37.7,57,182.7,204.5,L3_reached,cyto_motion
,731,UVC-6W-10s,2025-06-10,3,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,732,UVC-6W-10s,2025-06-10,4,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,733,UVC-6W-10s,2025-06-10,4,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,734,UVC-6W-10s,2025-06-10,4,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,735,UVC-6W-10s,2025-06-10,5,0,uvc,254,NA,6,2.109,10,0.0211,0.1,392,460,NA,NA,arrested,cyto_motion
,736,UVC-6W-10s,2025-06-10,5,0,uvc,254,NA,6,2.109,10,0.0211,0.1,108,132.6,291,313.6,L3_reached,cyto_motion
,737,UVC-6W-10s,2025-06-10,5,0,uvc,254,NA,6,2.109,10,0.0211,0.1,282.7,340,NA,NA,arrested,cyto_motion
,738,UVC-6W-10s,2025-06-10,6,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,739,UVC-6W-10s,2025-06-10,6,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,740,UVC-6W-10s,2025-06-10,6,0,uvc,254,NA,6,2.109,10,0.0211,0.1,132,174,410,437,L3_reached,cyto_motion
,741,UVC-6W-10s,2025-06-10,7,0,uvc,254,NA,6,2.109,10,0.0211,0.1,83,104,230,252,L3_reached,cyto_motion
,742,UVC-6W-10s,2025-06-10,7,0,uvc,254,NA,6,2.109,10,0.0211,0.1,365,415,NA,NA,degenerated,cyto_motion
,743,UVC-6W-10s,2025-06-10,7,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,744,UVC-6W-10s,2025-06-10,8,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,745,UVC-6W-10s,2025-06-10,8,0,uvc,254,NA,6,2.109,10,0.0211,0.1,428,NA,NA,NA,degenerated,cyto_motion
,746,UVC-6W-10s,2025-06-10,8,0,uvc,254,NA,6,2.109,10,0.0211,0.1,216.5,264.5,509,560,arrested,cyto_motion
,747,UVC-6W-10s,2025-06-10,9,0,uvc,254,NA,6,2.109,10,0.0211,0.1,128,167,361,367,L3_reached,cyto_motion
,748,UVC-6W-10s,2025-06-10,9,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,degenerated,cyto_motion
,749,UVC-6W-10s,2025-06-10,9,0,uvc,254,NA,6,2.109,10,0.0211,0.1,NA,NA,NA,NA,arrested,cyto_motion
,750,UVC-6W-10s,2025-06-10,10,0,uvc,254,NA,6,2.109,10,0.0211,0.2,NA,NA,NA,NA,arrested,cyto_motion
,751,UVC-6W-10s,2025-06-10,10,0,uvc,254,NA,6,2.109,10,0.0211,0.2,398.5,473.5,NA,NA,arrested,cyto_motion
,752,UVC-6W-10s,2025-06-10,10,0,uvc,254,NA,6,2.109,10,0.0211,0.2,102.6,125.7,260,NA,degenerated,cyto_motion
,753,UVC-6W-10s,2025-06-10,11,0,uvc,254,NA,6,2.109,10,0.0211,0.2,241,279,438.3,464.7,L3_reached,cyto_motion
,754,UVC-6W-10s,2025-06-10,11,0,uvc,254,NA,6,2.109,10,0.0211,0.2,295.3,321,NA,NA,degenerated,cyto_motion
,755,UVC-6W-10s,2025-06-10,11,0,uvc,254,NA,6,2.109,10,0.0211,0.2,74.4,102.1,258,283,L3_reached,cyto_motion
,756,UVC-6W-10s,2025-06-10,12,0,uvc,254,NA,6,2.109,10,0.0211,0.2,NA,NA,NA,NA,arrested,cyto_motion
,757,UVC-6W-10s,2025-06-10,12,0,uvc,254,NA,6,2.109,10,0.0211,0.2,257,312,NA,NA,degenerated,cyto_motion
,758,UVC-6W-10s,2025-06-10,12,0,uvc,254,NA,6,2.109,10,0.0211,0.2,109,144,314,NA,degenerated,cyto_motion
,759,UVC-6W-5s,2025-06-10,1,0,uvc,254,NA,6,2.109,5,0.0105,0.1,59.3,85.1,240,265,L3_reached,cyto_motion
,760,UVC-6W-5s,2025-06-10,1,0,uvc,254,NA,6,2.109,5,0.0105,0.1,64.2,85.4,216.7,244,degenerated,cyto_motion
,761,UVC-6W-5s,2025-06-10,1,0,uvc,254,NA,6,2.109,5,0.0105,0.1,182.6,212,389,410,L3_reached,cyto_motion
,762,UVC-6W-5s,2025-06-10,2,0,uvc,254,NA,6,2.109,5,0.0105,0.1,30,45.1,176,200,L3_reached,cyto_motion
,763,UVC-6W-5s,2025-06-10,2,0,uvc,254,NA,6,2.109,5,0.0105,0.1,51.7,73.2,200,230,L3_reached,cyto_motion
,764,UVC-6W-5s,2025-06-10,2,0,uvc,254,NA,6,2.109,5,0.0105,0.1,42.6,62,167,215,L3_reached,cyto_motion
,765,UVC-6W-5s,2025-06-10,3,0,uvc,254,NA,6,2.109,5,0.0105,0.1,55.4,74.7,204,227,L3_reached,cyto_motion
,766,UVC-6W-5s,2025-06-10,3,0,uvc,254,NA,6,2.109,5,0.0105,0.1,130,163,297,324,L3_reached,cyto_motion
,767,UVC-6W-5s,2025-06-10,3,0,uvc,254,NA,6,2.109,5,0.0105,0.1,43.7,66.3,214,238,L3_reached,cyto_motion
,768,UVC-6W-5s,2025-06-10,4,0,uvc,254,NA,6,2.109,5,0.0105,0.1,69,91.2,228,253,L3_reached,cyto_motion
,769,UVC-6W-5s,2025-06-10,4,0,uvc,254,NA,6,2.109,5,0.0105,0.1,97,123.5,271,295,L3_reached,cyto_motion
,770,UVC-6W-5s,2025-06-10,4,0,uvc,254,NA,6,2.109,5,0.0105,0.1,190.5,232.4,380,405,L3_reached,cyto_motion
,771,UVC-6W-5s,2025-06-10,5,0,uvc,254,NA,6,2.109,5,0.0105,0.1,85.4,107,246,265,L3_reached,cyto_motion
,772,UVC-6W-5s,2025-06-10,5,0,uvc,254,NA,6,2.109,5,0.0105,0.1,91.6,118,288,313,L3_reached,cyto_motion
,773,UVC-6W-5s,2025-06-10,5,0,uvc,254,NA,6,2.109,5,0.0105,0.1,NA,NA,NA,NA,degenerated,cyto_motion
,774,UVC-6W-5s,2025-06-10,6,0,uvc,254,NA,6,2.109,5,0.0105,0.1,107.2,137.7,290,315.5,degenerated,cyto_motion
,775,UVC-6W-5s,2025-06-10,6,0,uvc,254,NA,6,2.109,5,0.0105,0.1,137,173.1,358,394,L3_reached,cyto_motion
,776,UVC-6W-5s,2025-06-10,6,0,uvc,254,NA,6,2.109,5,0.0105,0.1,260.4,294,483,507,L3_reached,cyto_motion
,777,UVC-6W-5s,2025-06-10,7,0,uvc,254,NA,6,2.109,5,0.0105,0.1,447,487,NA,NA,arrested,cyto_motion
,778,UVC-6W-5s,2025-06-10,7,0,uvc,254,NA,6,2.109,5,0.0105,0.1,42,60.5,186,215,L3_reached,cyto_motion
,779,UVC-6W-5s,2025-06-10,7,0,uvc,254,NA,6,2.109,5,0.0105,0.1,258,299,482,511,L3_reached,cyto_motion
,780,UVC-6W-5s,2025-06-10,8,0,uvc,254,NA,6,2.109,5,0.0105,0.1,80,104,279,298,L3_reached,cyto_motion
,781,UVC-6W-5s,2025-06-10,8,0,uvc,254,NA,6,2.109,5,0.0105,0.1,51,65.8,186,205,L3_reached,cyto_motion
,782,UVC-6W-5s,2025-06-10,8,0,uvc,254,NA,6,2.109,5,0.0105,0.1,NA,NA,NA,NA,arrested,cyto_motion
,783,UVC-6W-5s,2025-06-10,9,0,uvc,254,NA,6,2.109,5,0.0105,0.1,NA,NA,NA,NA,arrested,cyto_motion
,784,UVC-6W-5s,2025-06-10,9,0,uvc,254,NA,6,2.109,5,0.0105,0.1,69,91,236,258,L3_reached,cyto_motion
,785,UVC-6W-5s,2025-06-10,9,0,uvc,254,NA,6,2.109,5,0.0105,0.1,53,71.3,193,212,L3_reached,cyto_motion
,786,UVC-6W-5s,2025-06-10,10,0,uvc,254,NA,6,2.109,5,0.0105,0.1,439,505,NA,NA,arrested,cyto_motion
,787,UVC-6W-5s,2025-06-10,10,0,uvc,254,NA,6,2.109,5,0.0105,0.1,106.3,128.6,270.3,289,L3_reached,cyto_motion
,788,UVC-6W-5s,2025-06-10,10,0,uvc,254,NA,6,2.109,5,0.0105,0.1,NA,NA,NA,NA,arrested,cyto_motion
,789,UVC-6W-5s,2025-06-10,11,0,uvc,254,NA,6,2.109,5,0.0105,0.1,NA,NA,NA,NA,arrested,cyto_motion
,790,UVC-6W-5s,2025-06-10,11,0,uvc,254,NA,6,2.109,5,0.0105,0.1,53.6,73.8,221,240.5,L3_reached,cyto_motion
,791,UVC-6W-5s,2025-06-10,11,0,uvc,254,NA,6,2.109,5,0.0105,0.1,115,172.4,338,358,L3_reached,cyto_motion
,792,UVC-6W-5s,2025-06-10,12,0,uvc,254,NA,6,2.109,5,0.0105,0.1,113,137.6,285,312,L3_reached,cyto_motion
,793,UVC-6W-5s,2025-06-10,12,0,uvc,254,NA,6,2.109,5,0.0105,0.1,39,54.6,174.5,193,L3_reached,cyto_motion
,794,UVC-6W-5s,2025-06-10,12,0,uvc,254,NA,6,2.109,5,0.0105,0.1,67.5,88.5,222,247,L3_reached,cyto_motion
,795,UVC-6W-2s,2025-06-10,1,0,uvc,254,NA,6,2.109,2,0.0042,0.2,73,94,212,230,L3_reached,cyto_motion
,796,UVC-6W-2s,2025-06-11,1,0,uvc,254,NA,6,2.109,2,0.0042,0.2,162,188.6,333,359.4,L3_reached,cyto_motion
,797,UVC-6W-2s,2025-06-12,1,0,uvc,254,NA,6,2.109,2,0.0042,0.2,27.3,43,178,203,L3_reached,cyto_motion
,798,UVC-6W-2s,2025-06-10,2,0,uvc,254,NA,6,2.109,2,0.0042,0.2,46.7,68.8,194,216,L3_reached,cyto_motion
,799,UVC-6W-2s,2025-06-11,2,0,uvc,254,NA,6,2.109,2,0.0042,0.2,50.3,66,183.6,204,L3_reached,cyto_motion
,800,UVC-6W-2s,2025-06-12,2,0,uvc,254,NA,6,2.109,2,0.0042,0.2,26.2,41.8,167,190,L3_reached,cyto_motion
,801,UVC-6W-2s,2025-06-10,3,0,uvc,254,NA,6,2.109,2,0.0042,0.2,28.5,41.6,177,192,L3_reached,cyto_motion
,802,UVC-6W-2s,2025-06-11,3,0,uvc,254,NA,6,2.109,2,0.0042,0.2,32,46,167,189,L3_reached,cyto_motion
,803,UVC-6W-2s,2025-06-12,3,0,uvc,254,NA,6,2.109,2,0.0042,0.2,49.2,66.2,200,233,L3_reached,cyto_motion
,804,UVC-6W-2s,2025-06-10,4,0,uvc,254,NA,6,2.109,2,0.0042,0.2,56,78.5,300,332,L3_reached,cyto_motion
,805,UVC-6W-2s,2025-06-11,4,0,uvc,254,NA,6,2.109,2,0.0042,0.2,88.3,111.5,240,260,L3_reached,cyto_motion
,806,UVC-6W-2s,2025-06-12,4,0,uvc,254,NA,6,2.109,2,0.0042,0.2,46,60,187,204,L3_reached,cyto_motion
,807,UVC-6W-2s,2025-06-10,5,0,uvc,254,NA,6,2.109,2,0.0042,0.2,62,82.8,232,252,L3_reached,cyto_motion
,808,UVC-6W-2s,2025-06-11,5,0,uvc,254,NA,6,2.109,2,0.0042,0.2,54.2,74.6,202,227,L3_reached,cyto_motion
,809,UVC-6W-2s,2025-06-12,5,0,uvc,254,NA,6,2.109,2,0.0042,0.2,36,54,172,191,L3_reached,cyto_motion
,810,UVC-6W-2s,2025-06-10,6,0,uvc,254,NA,6,2.109,2,0.0042,0.2,39,56.7,193,213,L3_reached,cyto_motion
,811,UVC-6W-2s,2025-06-11,6,0,uvc,254,NA,6,2.109,2,0.0042,0.2,43.2,61.2,204,224,L3_reached,cyto_motion
,812,UVC-6W-2s,2025-06-12,6,0,uvc,254,NA,6,2.109,2,0.0042,0.2,94,125,270,293,degenerated,cyto_motion
,813,UVC-6W-2s,2025-06-10,7,0,uvc,254,NA,6,2.109,2,0.0042,0.2,33.3,48.5,177,198,L3_reached,cyto_motion
,814,UVC-6W-2s,2025-06-11,7,0,uvc,254,NA,6,2.109,2,0.0042,0.2,104,147,NA,NA,degenerated,cyto_motion
,815,UVC-6W-2s,2025-06-12,7,0,uvc,254,NA,6,2.109,2,0.0042,0.2,26.3,40.5,167,184,L3_reached,cyto_motion
,816,UVC-6W-2s,2025-06-10,8,0,uvc,254,NA,6,2.109,2,0.0042,0.2,32.5,50,176.4,206,L3_reached,cyto_motion
,817,UVC-6W-2s,2025-06-11,8,0,uvc,254,NA,6,2.109,2,0.0042,0.2,54,70.8,186,207,L3_reached,cyto_motion
,818,UVC-6W-2s,2025-06-12,8,0,uvc,254,NA,6,2.109,2,0.0042,0.2,86.1,110,NA,NA,degenerated,cyto_motion
,819,UVC-6W-2s,2025-06-10,9,0,uvc,254,NA,6,2.109,2,0.0042,0.2,33.4,47,167,195,degenerated,cyto_motion
,820,UVC-6W-2s,2025-06-11,9,0,uvc,254,NA,6,2.109,2,0.0042,0.2,50,72,224,236,L3_reached,cyto_motion
,821,UVC-6W-2s,2025-06-12,9,0,uvc,254,NA,6,2.109,2,0.0042,0.2,37.3,53,177,195,L3_reached,cyto_motion
,822,UVC-6W-2s,2025-06-10,10,0,uvc,254,NA,6,2.109,2,0.0042,0.2,32.4,45.8,160,176.5,L3_reached,cyto_motion
,823,UVC-6W-2s,2025-06-11,10,0,uvc,254,NA,6,2.109,2,0.0042,0.2,29.7,48.4,180,200,L3_reached,cyto_motion
,824,UVC-6W-2s,2025-06-12,10,0,uvc,254,NA,6,2.109,2,0.0042,0.2,25.6,39.1,151,176.5,L3_reached,cyto_motion
,825,UVC-6W-2s,2025-06-10,11,0,uvc,254,NA,6,2.109,2,0.0042,0.2,50.5,82.9,199,218,L3_reached,cyto_motion
,826,UVC-6W-2s,2025-06-11,11,0,uvc,254,NA,6,2.109,2,0.0042,0.2,38.7,57.8,186,220,L3_reached,cyto_motion
,827,UVC-6W-2s,2025-06-12,11,0,uvc,254,NA,6,2.109,2,0.0042,0.2,35.6,49.5,165,190,L3_reached,cyto_motion
,828,UVC-6W-2s,2025-06-10,12,0,uvc,254,NA,6,2.109,2,0.0042,0.2,41.4,59.3,184,199,L3_reached,cyto_motion
,829,UVC-6W-2s,2025-06-11,12,0,uvc,254,NA,6,2.109,2,0.0042,0.2,44.5,62.6,196,217.6,L3_reached,cyto_motion
,830,UVC-6W-2s,2025-06-12,12,0,uvc,254,NA,6,2.109,2,0.0042,0.2,53.7,74.3,212,235.4,degenerated,cyto_motion
,831,UVC-6W-control,2025-06-12,1,1,NA,NA,NA,NA,NA,NA,NA,0.1,37.9,57,172.3,190.5,L3_reached,cyto_motion
,832,UVC-6W-control,2025-06-12,1,1,NA,NA,NA,NA,NA,NA,NA,0.1,28.7,43,140.5,159.4,L3_reached,cyto_motion
,833,UVC-6W-control,2025-06-12,1,1,NA,NA,NA,NA,NA,NA,NA,0.1,33.6,50.1,178.6,196.4,L3_reached,cyto_motion
,834,UVC-6W-control,2025-06-12,2,1,NA,NA,NA,NA,NA,NA,NA,0.1,31.3,46.4,166.7,185,L3_reached,cyto_motion
,835,UVC-6W-control,2025-06-12,2,1,NA,NA,NA,NA,NA,NA,NA,0.1,30.1,44.7,161,181.2,L3_reached,cyto_motion
,836,UVC-6W-control,2025-06-12,2,1,NA,NA,NA,NA,NA,NA,NA,0.1,24.6,37.6,152.8,171,L3_reached,cyto_motion
,837,UVC-6W-control,2025-06-12,3,1,NA,NA,NA,NA,NA,NA,NA,0.1,35,52.2,172.3,189,L3_reached,cyto_motion
,838,UVC-6W-control,2025-06-12,3,1,NA,NA,NA,NA,NA,NA,NA,0.1,27.4,48.2,176.3,199,L3_reached,cyto_motion
,839,UVC-6W-control,2025-06-12,3,1,NA,NA,NA,NA,NA,NA,NA,0.1,24,38.4,157,180,L3_reached,cyto_motion
,840,UVC-6W-control,2025-06-12,4,1,NA,NA,NA,NA,NA,NA,NA,0.1,25.6,38.7,NA,NA,degenerated,cyto_motion
,841,UVC-6W-control,2025-06-12,4,1,NA,NA,NA,NA,NA,NA,NA,0.1,24,37.5,136.2,163,L3_reached,cyto_motion
,842,UVC-6W-control,2025-06-12,4,1,NA,NA,NA,NA,NA,NA,NA,0.1,32,46.8,172,195,L3_reached,cyto_motion
,843,UVC-6W-control,2025-06-12,5,1,NA,NA,NA,NA,NA,NA,NA,0.1,26.7,41.6,180,199,L3_reached,cyto_motion
,844,UVC-6W-control,2025-06-12,5,1,NA,NA,NA,NA,NA,NA,NA,0.1,24.3,38.9,157,178,L3_reached,cyto_motion
,845,UVC-6W-control,2025-06-12,5,1,NA,NA,NA,NA,NA,NA,NA,0.1,28.3,45.3,176.4,201,L3_reached,cyto_motion
,846,UVC-6W-control,2025-06-12,6,1,NA,NA,NA,NA,NA,NA,NA,0.1,29,46.7,172,192.7,L3_reached,cyto_motion
,847,UVC-6W-control,2025-06-12,6,1,NA,NA,NA,NA,NA,NA,NA,0.1,20.2,31.5,155,177.3,L3_reached,cyto_motion
,848,UVC-6W-control,2025-06-12,6,1,NA,NA,NA,NA,NA,NA,NA,0.1,37.9,52.7,184,209,L3_reached,cyto_motion
,849,UVC-6W-control,2025-06-12,7,1,NA,NA,NA,NA,NA,NA,NA,0.1,26.1,40.4,139,157,L3_reached,cyto_motion
,850,UVC-6W-control,2025-06-12,7,1,NA,NA,NA,NA,NA,NA,NA,0.1,25.3,41.2,165,185,L3_reached,cyto_motion
,851,UVC-6W-control,2025-06-12,7,1,NA,NA,NA,NA,NA,NA,NA,0.1,48.5,66.4,220,243,L3_reached,cyto_motion
,852,UVC-6W-control,2025-06-12,8,1,NA,NA,NA,NA,NA,NA,NA,0.1,25.5,40.5,160,180,L3_reached,cyto_motion
,853,UVC-6W-control,2025-06-12,8,1,NA,NA,NA,NA,NA,NA,NA,0.1,43,61.7,191,215,L3_reached,cyto_motion
,854,UVC-6W-control,2025-06-12,8,1,NA,NA,NA,NA,NA,NA,NA,0.1,23.7,36.8,145,165,L3_reached,cyto_motion
,855,UVC-6W-control,2025-06-12,9,1,NA,NA,NA,NA,NA,NA,NA,0.1,23.3,38.1,168,186.5,L3_reached,cyto_motion
,856,UVC-6W-control,2025-06-12,9,1,NA,NA,NA,NA,NA,NA,NA,0.1,27,39.6,154,180,L3_reached,cyto_motion
,857,UVC-6W-control,2025-06-12,9,1,NA,NA,NA,NA,NA,NA,NA,0.1,25.7,41,177.7,201,L3_reached,cyto_motion
,858,UVC-6W-control,2025-06-12,10,1,NA,NA,NA,NA,NA,NA,NA,0.1,21.7,33.2,129.7,147.5,L3_reached,cyto_motion
,859,UVC-6W-control,2025-06-12,10,1,NA,NA,NA,NA,NA,NA,NA,0.1,24.3,38.3,162,183,L3_reached,cyto_motion
,860,UVC-6W-control,2025-06-12,10,1,NA,NA,NA,NA,NA,NA,NA,0.1,24.9,39.6,162,186,L3_reached,cyto_motion
,861,UVC-6W-control,2025-06-12,11,1,NA,NA,NA,NA,NA,NA,NA,0.1,23.6,34.5,151.5,171,L3_reached,cyto_motion
,862,UVC-6W-control,2025-06-12,11,1,NA,NA,NA,NA,NA,NA,NA,0.1,24,39.2,151.5,171,L3_reached,cyto_motion
,863,UVC-6W-control,2025-06-12,11,1,NA,NA,NA,NA,NA,NA,NA,0.1,33,49.5,190.5,220,degenerated,cyto_motion
,864,UVC-6W-control,2025-06-12,12,1,NA,NA,NA,NA,NA,NA,NA,0.1,25.9,42.5,184,200,L3_reached,cyto_motion
,865,UVC-6W-control,2025-06-12,12,1,NA,NA,NA,NA,NA,NA,NA,0.1,23.7,36.3,153,174,L3_reached,cyto_motion
,866,UVC-6W-control,2025-06-12,12,1,NA,NA,NA,NA,NA,NA,NA,0.1,27.2,43.1,160,177,L3_reached,cyto_motion